ResolvedPersonID,n_cases,dominant_mo_phrase,mo_consistency,n_districts_with_dominant_mo
1297,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1298,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
1300,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1302,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1303,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1309,2,The accused used a concealed compartment in the vehicle to transport the contraband.,0.5,1
1311,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1313,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
1315,1,The accused waylaid the victim along a known secluded route.,1.0,1
1319,2,The accused gained entry through a rear window left unlatched.,0.5,1
1322,1,The accused was a person known to the victim's family.,1.0,1
1325,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1327,2,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1329,1,The accused gained entry through a rear window left unlatched.,1.0,1
1330,2,The accused approached the victim through a fake social media profile.,0.5,1
1332,3,The accused used a duplicate key/lock-picking method to gain entry.,0.333,1
1333,2,The accused lured the victim on the pretext of a job offer.,0.5,1
1335,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1338,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1339,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1340,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
1341,1,The accused waylaid the victim along a known secluded route.,1.0,1
1342,1,The accused approached the victim through a fake social media profile.,1.0,1
1343,2,The accused approached the victim through a fake social media profile.,0.5,1
1345,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1346,2,The accused was a person known to the victim's family.,0.5,1
1347,2,The accused used a spoofed phone number to contact the victim.,0.5,1
1350,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1352,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1353,1,The accused approached the victim through a fake social media profile.,1.0,1
1354,1,The accused approached the victim through a fake social media profile.,1.0,1
1356,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1357,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1360,1,The accused approached the victim through a fake social media profile.,1.0,1
1361,35,The accused targeted unattended shops during the late-night hours.,0.286,2
1363,1,The accused gained entry through a rear window left unlatched.,1.0,1
1364,1,The accused was a person known to the victim's family.,1.0,1
1365,1,The accused was a person known to the victim's family.,1.0,1
1368,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1369,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1370,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1373,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1374,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1375,13,The accused used a two-wheeler to approach and flee the scene rapidly.,0.385,1
1377,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1381,2,The accused gained entry through a rear window left unlatched.,0.5,1
1384,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1386,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1388,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1389,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1391,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1392,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1394,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1395,6,The accused lured the victim on the pretext of a job offer.,0.333,2
1398,2,The accused operated using a fraudulent online payment link.,0.5,1
1400,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1402,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1403,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1404,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1405,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1407,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
1411,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1414,2,The accused approached the victim through a fake social media profile.,0.5,1
1415,1,The accused approached the victim through a fake social media profile.,1.0,1
1416,2,The accused approached the victim through a fake social media profile.,0.5,1
1417,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
1420,1,The accused approached the victim through a fake social media profile.,1.0,1
1421,1,The accused approached the victim through a fake social media profile.,1.0,1
1422,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1423,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1424,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1425,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1426,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1427,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1428,1,The accused operated using a fraudulent online payment link.,1.0,1
1429,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1433,4,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,2
1436,1,The accused approached the victim through a fake social media profile.,1.0,1
1437,2,The accused approached the victim through a fake social media profile.,1.0,2
1440,1,The accused gained entry through a rear window left unlatched.,1.0,1
1442,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
1446,5,The accused posed as a bank/delivery representative to gain the victim's trust.,0.2,1
1447,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
1448,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1454,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1457,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1458,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1459,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1461,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
1462,1,The accused gained entry through a rear window left unlatched.,1.0,1
1464,1,The accused gained entry through a rear window left unlatched.,1.0,1
1467,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1468,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1470,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1471,1,The accused gained entry through a rear window left unlatched.,1.0,1
1473,1,The accused gained entry through a rear window left unlatched.,1.0,1
1474,1,The accused gained entry through a rear window left unlatched.,1.0,1
1476,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1478,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1479,2,The accused used a duplicate key/lock-picking method to gain entry.,1.0,2
1480,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1481,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1486,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1488,13,"The accused worked in a group of two, one keeping watch while the other broke in.",0.462,3
1489,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1490,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1491,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1492,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1493,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1495,1,The accused lured the victim on the pretext of a job offer.,1.0,1
1496,2,The accused operated using a fraudulent online payment link.,0.5,1
1497,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
1498,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1503,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1505,2,The accused was a person known to the victim's family.,0.5,1
1506,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1507,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
1508,1,The accused gained entry through a rear window left unlatched.,1.0,1
1509,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1510,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1511,2,The accused targeted unattended shops during the late-night hours.,0.5,1
1512,3,The accused posed as a bank/delivery representative to gain the victim's trust.,0.667,2
1513,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1516,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1518,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1520,1,The accused approached the victim through a fake social media profile.,1.0,1
1523,1,The accused was known to the victim through a prior personal dispute.,1.0,1
1524,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1526,1,The accused gained entry through a rear window left unlatched.,1.0,1
1527,1,The accused was known to the victim through a prior personal dispute.,1.0,1
1530,1,The accused gained entry through a rear window left unlatched.,1.0,1
1532,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1533,2,The accused gained entry through a rear window left unlatched.,0.5,1
1534,3,The accused wore a helmet throughout to avoid CCTV identification.,0.667,2
1535,2,The accused used a duplicate key/lock-picking method to gain entry.,0.5,1
1536,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1537,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1540,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1543,1,The accused approached the victim through a fake social media profile.,1.0,1
1544,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1545,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1546,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1549,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
1550,16,The accused used a two-wheeler to approach and flee the scene rapidly.,0.312,2
1551,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1552,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1556,1,The accused operated using a fraudulent online payment link.,1.0,1
1558,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1559,29,The accused was known to the victim through a prior personal dispute.,0.276,2
1561,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
1562,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1563,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1565,13,The accused gained entry through a rear window left unlatched.,0.308,3
1566,1,The accused approached the victim through a fake social media profile.,1.0,1
1569,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1570,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
1573,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1575,1,The accused was a person known to the victim's family.,1.0,1
1578,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1580,2,The accused targeted unattended shops during the late-night hours.,0.5,1
1581,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1584,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1585,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1587,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
1588,3,The accused operated in daylight hours near crowded public spaces.,0.333,1
1590,1,The accused waylaid the victim along a known secluded route.,1.0,1
1591,1,The accused waylaid the victim along a known secluded route.,1.0,1
1594,2,The accused acted as part of an organized group during the incident.,0.5,1
1595,1,The accused gained entry through a rear window left unlatched.,1.0,1
1597,1,The accused gained entry through a rear window left unlatched.,1.0,1
1598,3,The accused gained entry through a rear window left unlatched.,0.333,1
1600,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1603,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1605,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1606,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1607,1,The accused was a person known to the victim's family.,1.0,1
1611,3,The accused posed as a bank/delivery representative to gain the victim's trust.,0.667,2
1612,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1615,2,The accused was found in possession of the contraband during a routine check.,0.5,1
1617,15,The accused gained entry through a rear window left unlatched.,0.267,3
1623,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1625,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
1626,12,The accused targeted unattended shops during the late-night hours.,0.25,2
1627,1,The accused lured the victim on the pretext of a job offer.,1.0,1
1628,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
1632,4,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.5,2
1635,2,The accused waylaid the victim along a known secluded route.,0.5,1
1636,3,The accused waylaid the victim along a known secluded route.,0.333,1
1637,2,The accused was known to the victim through a prior personal dispute.,0.5,1
1638,7,The accused used a duplicate key/lock-picking method to gain entry.,0.429,3
1639,41,The accused used a duplicate key/lock-picking method to gain entry.,0.22,5
1641,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
1645,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1650,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1651,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1653,10,The accused gained entry through a rear window left unlatched.,0.3,3
1654,15,The accused used a duplicate key/lock-picking method to gain entry.,0.333,3
1656,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
1657,3,The accused used a duplicate key/lock-picking method to gain entry.,0.667,2
1658,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1661,1,The accused gained entry through a rear window left unlatched.,1.0,1
1662,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1665,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1667,5,The accused used a duplicate key/lock-picking method to gain entry.,0.2,1
1669,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
1671,1,The accused approached the victim through a fake social media profile.,1.0,1
1672,2,The accused operated in daylight hours near crowded public spaces.,0.5,1
1673,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
1678,2,The accused wore a helmet throughout to avoid CCTV identification.,1.0,2
1679,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1681,9,The accused used a duplicate key/lock-picking method to gain entry.,0.333,2
1682,1,The accused waylaid the victim along a known secluded route.,1.0,1
1687,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1688,2,The accused was known to the victim through a prior personal dispute.,1.0,1
1689,1,The accused was known to the victim through a prior personal dispute.,1.0,1
1690,1,The accused waylaid the victim along a known secluded route.,1.0,1
1692,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1696,21,The accused used a two-wheeler to approach and flee the scene rapidly.,0.19,3
1699,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1702,2,The accused was found in possession of the contraband during a routine check.,0.5,1
1703,1,The accused approached the victim through a fake social media profile.,1.0,1
1706,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1707,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1708,2,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,2
1711,1,The accused approached the victim through a fake social media profile.,1.0,1
1712,1,The accused approached the victim through a fake social media profile.,1.0,1
1714,1,The accused approached the victim through a fake social media profile.,1.0,1
1715,1,The accused operated using a fraudulent online payment link.,1.0,1
1716,1,The accused operated using a fraudulent online payment link.,1.0,1
1718,1,The accused gained entry through a rear window left unlatched.,1.0,1
1720,1,The accused was a person known to the victim's family.,1.0,1
1721,1,The accused was a person known to the victim's family.,1.0,1
1722,3,The accused was a person known to the victim's family.,0.333,1
1723,16,The accused used a spoofed phone number to contact the victim.,0.312,3
1724,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1728,3,The accused used a duplicate key/lock-picking method to gain entry.,0.667,2
1729,1,The accused gained entry through a rear window left unlatched.,1.0,1
1731,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1735,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1738,1,The accused was known to the victim through a prior personal dispute.,1.0,1
1741,2,The accused was a person known to the victim's family.,0.5,1
1742,1,The accused was a person known to the victim's family.,1.0,1
1743,2,The accused lured the victim on the pretext of a job offer.,0.5,1
1744,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1746,2,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,2
1747,1,The accused waylaid the victim along a known secluded route.,1.0,1
1749,1,The accused gained entry through a rear window left unlatched.,1.0,1
1750,1,The accused gained entry through a rear window left unlatched.,1.0,1
1752,1,The accused approached the victim through a fake social media profile.,1.0,1
1757,1,The accused gained entry through a rear window left unlatched.,1.0,1
1758,2,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,2
1760,5,The accused operated using a fraudulent online payment link.,0.4,2
1761,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1762,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1763,3,The accused wore a helmet throughout to avoid CCTV identification.,0.333,1
1765,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1766,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1767,1,The accused was known to the victim through a prior personal dispute.,1.0,1
1772,1,The accused operated using a fraudulent online payment link.,1.0,1
1773,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1775,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1776,2,The accused gained entry through a rear window left unlatched.,0.5,1
1778,2,The accused targeted unattended shops during the late-night hours.,0.5,1
1780,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1787,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1790,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1791,4,The accused was a person known to the victim's family.,0.5,2
1794,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1795,1,The accused gained entry through a rear window left unlatched.,1.0,1
1798,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1799,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1805,1,The accused gained entry through a rear window left unlatched.,1.0,1
1806,1,The accused gained entry through a rear window left unlatched.,1.0,1
1807,1,The accused gained entry through a rear window left unlatched.,1.0,1
1808,1,The accused gained entry through a rear window left unlatched.,1.0,1
1810,5,The accused posed as a bank/delivery representative to gain the victim's trust.,0.4,2
1811,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1812,1,The accused gained entry through a rear window left unlatched.,1.0,1
1813,1,The accused gained entry through a rear window left unlatched.,1.0,1
1814,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1815,7,The accused lured the victim on the pretext of a job offer.,0.286,2
1816,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1817,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1820,2,"The accused worked in a group of two, one keeping watch while the other broke in.",0.5,1
1822,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1823,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1825,1,The accused approached the victim through a fake social media profile.,1.0,1
1826,1,The accused approached the victim through a fake social media profile.,1.0,1
1828,2,The accused used a duplicate key/lock-picking method to gain entry.,1.0,2
1829,8,The accused used a duplicate key/lock-picking method to gain entry.,0.375,3
1830,11,The accused acted as part of an organized group during the incident.,0.273,3
1831,8,"The accused worked in a group of two, one keeping watch while the other broke in.",0.375,1
1832,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1833,4,The accused used a duplicate key/lock-picking method to gain entry.,0.25,1
1834,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
1836,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1837,1,The accused gained entry through a rear window left unlatched.,1.0,1
1841,11,The accused targeted unattended shops during the late-night hours.,0.545,3
1842,2,"The accused worked in a group of two, one keeping watch while the other broke in.",0.5,1
1843,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1845,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1846,10,The accused gained entry through a rear window left unlatched.,0.3,2
1847,1,The accused gained entry through a rear window left unlatched.,1.0,1
1850,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1851,2,The accused targeted unattended shops during the late-night hours.,0.5,1
1853,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1856,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
1857,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
1858,3,The accused used a two-wheeler to approach and flee the scene rapidly.,0.667,2
1862,18,The accused used a duplicate key/lock-picking method to gain entry.,0.222,3
1864,2,The accused used a duplicate key/lock-picking method to gain entry.,0.5,1
1865,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1866,1,The accused approached the victim through a fake social media profile.,1.0,1
1867,2,The accused approached the victim through a fake social media profile.,0.5,1
1870,15,The accused was a person known to the victim's family.,0.2,1
1873,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1878,2,The accused targeted unattended shops during the late-night hours.,0.5,1
1879,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1881,3,"The accused worked in a group of two, one keeping watch while the other broke in.",0.667,2
1883,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1884,1,The accused approached the victim through a fake social media profile.,1.0,1
1885,1,The accused approached the victim through a fake social media profile.,1.0,1
1886,1,The accused was known to the victim through a prior personal dispute.,1.0,1
1887,1,The accused operated using a fraudulent online payment link.,1.0,1
1888,3,The accused acted as part of an organized group during the incident.,0.667,2
1890,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1891,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1892,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1894,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1899,1,The accused was a person known to the victim's family.,1.0,1
1900,1,The accused was a person known to the victim's family.,1.0,1
1901,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
1903,12,The accused acted as part of an organized group during the incident.,0.25,2
1905,2,The accused used a duplicate key/lock-picking method to gain entry.,1.0,2
1907,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1909,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1910,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1911,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
1915,6,The accused operated using a fraudulent online payment link.,0.333,1
1916,1,The accused approached the victim through a fake social media profile.,1.0,1
1917,4,The accused targeted unattended shops during the late-night hours.,0.5,2
1919,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1922,1,The accused approached the victim through a fake social media profile.,1.0,1
1924,2,The accused approached the victim through a fake social media profile.,0.5,1
1926,1,The accused approached the victim through a fake social media profile.,1.0,1
1927,2,The accused used a duplicate key/lock-picking method to gain entry.,0.5,1
1928,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1931,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1934,1,The accused approached the victim through a fake social media profile.,1.0,1
1936,1,The accused acted as part of an organized group during the incident.,1.0,1
1939,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1940,4,The accused approached the victim through a fake social media profile.,0.5,1
1941,20,The accused gained entry through a rear window left unlatched.,0.2,1
1942,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1943,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1945,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1946,1,The accused gained entry through a rear window left unlatched.,1.0,1
1947,2,The accused gained entry through a rear window left unlatched.,0.5,1
1948,15,The accused targeted unattended shops during the late-night hours.,0.267,2
1949,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1950,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1951,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1952,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
1953,1,The accused was found in possession of the contraband during a routine check.,1.0,1
1956,2,The accused was found in possession of the contraband during a routine check.,0.5,1
1959,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1960,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1962,2,The accused used a spoofed phone number to contact the victim.,0.5,1
1963,1,The accused used a spoofed phone number to contact the victim.,1.0,1
1964,3,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.667,2
1965,2,The accused was known to the victim through a prior personal dispute.,0.5,1
1967,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
1970,2,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,2
1971,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1972,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1973,12,The accused targeted unattended shops during the late-night hours.,0.25,1
1974,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1975,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1976,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1977,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
1978,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
1979,1,The accused approached the victim through a fake social media profile.,1.0,1
1980,1,The accused gained entry through a rear window left unlatched.,1.0,1
1981,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
1985,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
1989,1,The accused gained entry through a rear window left unlatched.,1.0,1
1990,1,The accused gained entry through a rear window left unlatched.,1.0,1
1991,1,The accused gained entry through a rear window left unlatched.,1.0,1
1992,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
1994,2,The accused used a duplicate key/lock-picking method to gain entry.,0.5,1
1995,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1998,1,The accused targeted unattended shops during the late-night hours.,1.0,1
1999,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2000,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
2001,1,The accused gained entry through a rear window left unlatched.,1.0,1
2002,1,The accused gained entry through a rear window left unlatched.,1.0,1
2003,1,The accused gained entry through a rear window left unlatched.,1.0,1
2004,1,The accused gained entry through a rear window left unlatched.,1.0,1
2007,2,The accused operated in daylight hours near crowded public spaces.,0.5,1
2008,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
2010,1,The accused gained entry through a rear window left unlatched.,1.0,1
2011,1,The accused gained entry through a rear window left unlatched.,1.0,1
2014,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2016,10,The accused used a duplicate key/lock-picking method to gain entry.,0.4,3
2017,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2019,2,The accused waylaid the victim along a known secluded route.,1.0,2
2021,1,The accused gained entry through a rear window left unlatched.,1.0,1
2024,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2025,3,The accused used a two-wheeler to approach and flee the scene rapidly.,0.333,1
2027,6,The accused used a two-wheeler to approach and flee the scene rapidly.,0.333,2
2028,4,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,2
2029,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
2030,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
2031,3,The accused posed as a bank/delivery representative to gain the victim's trust.,0.667,2
2032,3,The accused posed as a bank/delivery representative to gain the victim's trust.,0.333,1
2033,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
2034,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
2035,1,The accused approached the victim through a fake social media profile.,1.0,1
2036,1,The accused approached the victim through a fake social media profile.,1.0,1
2037,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2038,1,The accused lured the victim on the pretext of a job offer.,1.0,1
2039,1,The accused lured the victim on the pretext of a job offer.,1.0,1
2045,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
